OMRÅDE;MOHERK;MOOPRIND;MOSTAT;MODERSALDER;BARNKON;TID;INDHOLD 
000;4;5611;5611;29;P;2008;4
000;4;5180;5180;39;D;2008;6
000;4;5706;5100;35;P;2008;1
000;4;5152;5152;34;P;2008;3
000;4;5306;5306;36;P;2008;4
000;4;5154;5100;30;P;2008;2
000;4;5180;5100;28;P;2008;4
000;4;5170;5170;37;D;2008;7
000;4;5754;5754;23;P;2008;2
000;4;5110;5110;27;D;2008;10
000;4;5172;5172;28;P;2008;30
000;4;5180;5180;39;P;2008;5
000;4;5152;5100;33;P;2008;1
000;4;5468;5100;32;P;2008;10
000;4;5366;5164;34;P;2008;1
000;4;5404;5404;23;D;2008;6
000;4;5158;5158;36;P;2008;2
000;4;5120;5105;31;D;2008;1
000;4;5104;5104;30;P;2008;1
000;4;5105;5105;25;P;2008;5
000;4;5110;5110;31;P;2008;15
000;4;5170;5170;30;P;2008;2
000;4;5404;5404;32;D;2008;10
000;4;5152;5152;27;P;2008;2
000;4;5754;5754;21;P;2008;3
000;3;5172;5100;26;D;2008;17
000;4;5172;5100;37;D;2008;4
000;4;5999;5100;25;D;2008;1
000;5;5100;5180;34;P;2008;2
000;4;5700;5700;30;D;2008;4
000;4;5130;5130;26;P;2008;2
000;3;5456;5100;19;P;2010;9
000;3;5456;5100;20;D;2010;3
000;3;5456;5100;20;P;2010;7
000;4;5128;5128;36;P;2010;2
000;4;5128;5128;37;D;2010;3
000;4;5128;5128;37;P;2010;2
000;4;5164;5164;29;P;2010;1
000;4;5164;5164;30;D;2010;1
000;4;5164;5164;30;P;2010;2
000;4;5458;5458;37;P;2021;1
000;4;5458;5458;38;D;2021;1
000;4;5459;5100;35;P;2021;1
000;4;5459;5459;39;P;2021;1
000;4;5464;5100;26;P;2021;1
000;4;5464;5100;39;P;2021;1
000;4;5464;5103;26;P;2021;1
000;4;5464;5126;34;D;2021;1
000;4;5464;5156;28;D;2021;1
000;4;5464;5156;29;D;2021;2
000;4;5464;5156;35;D;2021;1
000;4;5464;5464;22;P;2021;1
000;4;5464;5464;23;D;2021;1
000;4;5464;5464;24;D;2021;2
000;4;5464;5464;24;P;2021;1
000;4;5464;5464;25;D;2021;2
000;4;5464;5464;25;P;2021;1
000;4;5464;5464;26;D;2021;1
000;4;5464;5464;26;P;2021;3
000;4;5464;5464;27;D;2021;7
000;4;5464;5464;27;P;2021;4
000;4;5464;5464;28;D;2021;6
000;4;5464;5464;28;P;2021;3
000;4;5464;5464;29;D;2021;3
000;4;5464;5464;29;P;2021;3
000;4;5464;5464;30;D;2021;6
000;4;5464;5464;30;P;2021;5
000;4;5464;5464;31;D;2021;5
000;4;5464;5464;31;P;2021;8
000;4;5464;5464;32;D;2021;4
000;4;5464;5464;32;P;2021;8
000;4;5464;5464;33;D;2021;8
000;4;5464;5464;33;P;2021;4
000;4;5464;5464;34;D;2021;3
000;4;5464;5464;34;P;2021;8
000;4;5464;5464;35;D;2021;5
000;4;5464;5464;35;P;2021;5
000;4;5464;5464;36;D;2021;2
000;4;5464;5464;36;P;2021;3
000;4;5464;5464;37;D;2021;2
000;4;5464;5464;38;D;2021;3
000;4;5464;5464;38;P;2021;1
000;4;5464;5464;39;D;2021;1
000;4;5464;5464;39;P;2021;1
000;4;5464;5464;40;D;2021;1
000;4;5464;5464;40;P;2021;3
000;4;5464;5464;41;P;2021;1
000;4;5464;5502;33;P;2021;1
000;4;5468;5100;29;D;2021;1
000;4;5468;5100;30;P;2021;2
000;4;5468;5100;31;D;2021;3
000;4;5468;5100;31;P;2021;2
000;4;5468;5100;32;D;2021;1
000;4;5468;5100;32;P;2021;1
000;4;5468;5100;33;P;2021;1
000;4;5468;5100;34;D;2021;1
000;4;5468;5100;34;P;2021;2
000;4;5468;5100;35;D;2021;2
000;4;5468;5100;36;D;2021;2
000;4;5468;5100;37;D;2021;2
000;4;5468;5100;37;P;2021;2
000;4;5468;5100;38;D;2021;1
000;4;5468;5100;38;P;2021;2
000;4;5468;5100;39;P;2021;1
000;4;5468;5100;41;D;2021;3
000;4;5468;5100;44;P;2021;1
000;4;5468;5100;46;D;2021;1
000;4;5468;5103;32;D;2021;1
000;4;5468;5110;36;D;2021;1
000;4;5468;5126;39;D;2021;1
000;4;5468;5130;26;D;2021;1
000;4;5468;5390;32;P;2021;1
000;4;5468;5468;23;P;2021;1
000;4;5468;5468;25;D;2021;2
000;4;5468;5468;27;D;2021;1
000;4;5468;5468;27;P;2021;1
000;4;5468;5468;28;D;2021;2
000;4;5468;5468;29;P;2021;2
000;4;5468;5468;30;D;2021;2
000;4;5468;5468;30;P;2021;3
000;4;5468;5468;31;D;2021;3
000;4;5468;5468;31;P;2021;1
000;4;5468;5468;32;D;2021;2
000;4;5468;5468;32;P;2021;5
000;4;5468;5468;33;D;2021;1
000;4;5468;5468;34;D;2021;6
000;4;5468;5468;34;P;2021;2
000;4;5468;5468;35;D;2021;2
000;4;5468;5468;35;P;2021;3
000;4;5468;5468;36;D;2021;2
000;4;5468;5468;36;P;2021;3
000;4;5468;5468;37;D;2021;5
000;4;5468;5468;37;P;2021;2
000;4;5468;5468;38;D;2021;1
000;4;5468;5468;38;P;2021;2
000;4;5468;5468;39;D;2021;2
000;4;5468;5468;39;P;2021;1
000;4;5468;5468;40;P;2021;2
000;4;5468;5502;33;D;2021;1
000;4;5472;5100;26;D;2021;2
000;4;5472;5100;27;D;2021;3
000;4;5472;5100;27;P;2021;1
000;4;5472;5100;28;P;2021;2
000;4;5472;5100;29;D;2021;2
000;4;5472;5100;30;P;2021;2
000;4;5472;5100;31;D;2021;1
000;4;5472;5100;32;D;2021;1
000;4;5472;5100;32;P;2021;1
000;4;5472;5100;33;D;2021;2
000;4;5472;5100;33;P;2021;1
000;4;5472;5100;34;P;2021;2
000;4;5472;5100;35;D;2021;2
000;4;5472;5100;35;P;2021;2
000;4;5472;5100;36;D;2021;1
000;4;5472;5100;36;P;2021;2
000;4;5472;5100;37;D;2021;3
000;4;5472;5100;37;P;2021;2
000;4;5472;5100;38;D;2021;3
000;4;5472;5100;39;D;2021;2
000;4;5472;5100;40;D;2021;1
000;4;5472;5100;41;D;2021;1
000;4;5472;5100;41;P;2021;1
000;4;5472;5100;43;D;2021;1
000;4;5472;5100;45;D;2021;1
000;4;5472;5120;30;P;2021;1
000;4;5472;5120;31;P;2021;2
000;4;5472;5120;32;P;2021;1
000;4;5472;5120;33;D;2021;1
000;4;5472;5120;33;P;2021;1
000;4;5472;5120;34;D;2021;1
000;4;5472;5120;34;P;2021;2
000;4;5472;5120;37;D;2021;2
000;4;5472;5120;38;P;2021;1
000;4;5472;5120;39;P;2021;1
000;4;5472;5130;24;D;2021;1
000;4;5472;5130;32;D;2021;1
000;4;5472;5150;31;P;2021;1
000;4;5472;5164;24;P;2021;1
000;4;5472;5170;29;D;2021;1
000;4;5472;5170;31;D;2021;1
000;4;5472;5170;32;P;2021;1
000;4;5472;5170;33;D;2021;1
000;4;5472;5170;33;P;2021;3
000;4;5472;5170;37;D;2021;1
000;4;5472;5170;42;P;2021;1
000;4;5472;5390;32;P;2021;1
000;4;5472;5472;20;D;2021;1
000;4;5472;5472;21;D;2021;2
000;4;5472;5472;22;D;2021;1
000;4;5472;5472;23;D;2021;1
000;4;5472;5472;23;P;2021;1
000;4;5472;5472;24;D;2021;3
000;4;5472;5472;24;P;2021;3
000;4;5472;5472;25;D;2021;3
000;4;5472;5472;25;P;2021;1
000;4;5472;5472;26;D;2021;6
000;4;5472;5472;26;P;2021;4
000;4;5472;5472;27;D;2021;5
000;4;5472;5472;27;P;2021;3
000;4;5472;5472;28;D;2021;9
000;4;5472;5472;28;P;2021;11
000;4;5472;5472;29;D;2021;8
000;4;5472;5472;29;P;2021;15
000;4;5472;5472;30;D;2021;10
000;4;5472;5472;30;P;2021;14
000;4;5472;5472;31;D;2021;7
000;4;5472;5472;31;P;2021;13
000;4;5472;5472;32;D;2021;10
000;4;5472;5472;32;P;2021;12
000;4;5472;5472;33;D;2021;4
000;4;5472;5472;33;P;2021;7
000;4;5472;5472;34;D;2021;4
000;4;5472;5472;34;P;2021;8
000;4;5472;5472;35;D;2021;8
000;4;5472;5472;35;P;2021;5
000;4;5472;5472;36;D;2021;7
000;4;5472;5472;36;P;2021;3
000;4;5472;5472;37;D;2021;3
000;4;5472;5472;37;P;2021;7
000;4;5472;5472;38;D;2021;4
000;4;5472;5472;38;P;2021;5
000;4;5472;5472;39;D;2021;5
000;4;5472;5472;39;P;2021;2
000;4;5472;5472;40;D;2021;1
000;4;5472;5472;40;P;2021;1
000;4;5472;5472;41;D;2021;2
000;4;5472;5472;41;P;2021;1
000;4;5472;5472;42;P;2021;1
000;4;5472;5472;43;D;2021;1
000;4;5472;5472;43;P;2021;2
000;4;5472;5472;44;D;2021;2
000;4;5474;5100;27;D;2021;1
000;4;5474;5100;28;D;2021;1
000;4;5474;5100;29;P;2021;1
000;4;5474;5100;31;D;2021;1
000;4;5474;5100;32;D;2021;3
000;4;5474;5100;33;D;2021;1
000;4;5474;5100;34;D;2021;1
000;4;5474;5100;34;P;2021;1
000;4;5474;5100;35;D;2021;2
000;4;5474;5100;35;P;2021;1
000;4;5474;5100;36;P;2021;2
000;4;5474;5100;37;D;2021;2
000;4;5474;5100;39;P;2021;1
000;4;5474;5100;41;D;2021;1
000;4;5474;5120;19;P;2021;1
000;4;5474;5120;30;P;2021;1
000;4;5474;5120;32;D;2021;1
000;4;5474;5120;34;P;2021;1
000;4;5474;5120;35;D;2021;1
000;4;5474;5314;34;D;2021;1
000;4;5474;5474;23;D;2021;1
000;4;5474;5474;25;D;2021;3
000;4;5474;5474;26;P;2021;4
000;4;5474;5474;27;D;2021;6
000;4;5474;5474;28;D;2021;2
000;4;5474;5474;28;P;2021;2
000;4;5474;5474;29;D;2021;11
000;4;5474;5474;29;P;2021;8
000;4;5474;5474;30;D;2021;9
000;4;5474;5474;30;P;2021;4
000;4;5474;5474;31;D;2021;13
000;4;5474;5474;31;P;2021;5
000;4;5474;5474;32;D;2021;16
000;4;5474;5474;32;P;2021;12
000;4;5474;5474;33;D;2021;11
000;4;5474;5474;33;P;2021;13
000;4;5474;5474;34;D;2021;8
000;4;5474;5474;34;P;2021;12
000;4;5474;5474;35;D;2021;10
000;4;5474;5474;35;P;2021;10
000;4;5474;5474;36;D;2021;8
000;4;5474;5474;36;P;2021;12
000;4;5474;5474;37;D;2021;3
000;4;5474;5474;37;P;2021;4
000;4;5474;5474;38;D;2021;4
000;4;5474;5474;38;P;2021;4
000;4;5474;5474;39;D;2021;3
000;4;5474;5474;39;P;2021;3
000;4;5474;5474;40;D;2021;2
000;4;5474;5474;40;P;2021;4
000;4;5474;5474;41;D;2021;2
000;4;5474;5474;42;D;2021;1
000;4;5474;5474;42;P;2021;2
000;4;5474;5474;44;P;2021;1
000;4;5474;5502;34;D;2021;1
000;4;5478;5103;35;D;2021;1
000;4;5478;5103;36;P;2021;1
000;4;5478;5170;39;P;2021;1
000;4;5478;5272;28;D;2021;1
000;4;5478;5446;26;D;2021;1
000;4;5478;5486;26;P;2021;1
000;4;5478;5486;28;P;2021;1
000;4;5482;5110;37;D;2021;1
000;4;5482;5390;33;D;2021;1
000;4;5482;5482;31;P;2021;2
000;4;5482;5482;32;D;2021;1
000;4;5482;5482;33;D;2021;1
000;4;5482;5482;34;D;2021;1
000;4;5482;5482;35;D;2021;1
000;4;5482;5482;35;P;2021;1
000;4;5482;5482;38;D;2021;1
000;4;5484;5100;33;P;2021;1
000;4;5484;5120;33;D;2021;1
000;4;5484;5120;37;P;2021;1
000;4;5484;5390;39;P;2021;1
000;4;5484;5484;31;P;2021;1
000;4;5484;5484;32;D;2021;1
000;4;5484;5484;34;P;2021;1
000;4;5484;5484;36;D;2021;1
000;4;5484;5484;36;P;2021;1
000;4;5486;5100;26;P;2021;1
000;4;5486;5100;27;D;2021;1
000;4;5486;5100;28;D;2021;1
000;4;5486;5100;30;D;2021;3
000;4;5486;5100;32;P;2021;1
000;4;5486;5100;34;P;2021;2
000;4;5486;5100;35;P;2021;1
000;4;5486;5100;36;D;2021;1
000;4;5486;5103;18;D;2021;1
000;4;5486;5103;19;D;2021;1
000;4;5486;5103;19;P;2021;1
000;4;5486;5103;20;D;2021;1
000;4;5486;5103;20;P;2021;2
000;4;5486;5103;21;D;2021;3
000;4;5486;5103;21;P;2021;1
000;4;5486;5103;22;D;2021;1
000;4;5486;5103;22;P;2021;4
000;4;5486;5103;23;D;2021;2
000;4;5486;5103;23;P;2021;2
000;4;5486;5103;24;D;2021;2
000;4;5486;5103;24;P;2021;2
000;4;5486;5103;25;D;2021;1
000;4;5486;5103;26;D;2021;4
000;4;5486;5103;26;P;2021;1
000;4;5486;5103;27;D;2021;5
000;4;5486;5103;27;P;2021;4
000;4;5486;5103;28;D;2021;1
000;4;5486;5103;29;D;2021;1
000;4;5486;5103;29;P;2021;2
000;4;5486;5103;30;D;2021;4
000;4;5486;5103;30;P;2021;2
000;4;5486;5103;31;D;2021;4
000;4;5486;5103;31;P;2021;3
000;4;5486;5103;32;D;2021;2
000;4;5486;5103;32;P;2021;5
000;4;5486;5103;33;D;2021;2
000;4;5486;5103;33;P;2021;2
000;4;5486;5103;34;D;2021;5
000;4;5486;5103;34;P;2021;1
000;4;5486;5103;35;D;2021;2
000;4;5486;5103;35;P;2021;1
000;4;5486;5103;36;P;2021;3
000;4;5486;5103;37;P;2021;2
000;4;5486;5103;38;D;2021;2
000;4;5486;5103;38;P;2021;1
000;4;5486;5103;39;D;2021;1
000;4;5486;5103;39;P;2021;2
000;4;5486;5103;40;P;2021;2
000;4;5486;5103;41;P;2021;2
000;4;5486;5103;43;P;2021;2
000;4;5486;5120;22;P;2021;1
000;4;5486;5120;31;P;2021;1
000;4;5486;5120;37;P;2021;1
000;4;5486;5126;28;D;2021;1
000;4;5486;5170;34;P;2021;1
000;4;5486;5172;26;D;2021;1
000;4;5486;5404;28;D;2021;1
000;4;5486;5436;24;P;2021;1
000;4;5486;5436;39;D;2021;1
000;4;5486;5436;43;P;2021;1
000;4;5486;5456;36;P;2021;1
000;4;5486;5486;18;D;2021;6
000;4;5486;5486;18;P;2021;7
000;4;5486;5486;19;D;2021;10
000;4;5486;5486;19;P;2021;5
000;4;5486;5486;20;D;2021;7
000;4;5486;5486;20;P;2021;13
000;4;5486;5486;21;D;2021;6
000;4;5486;5486;21;P;2021;18
000;4;5486;5486;22;D;2021;16
000;4;5486;5486;22;P;2021;16
000;4;5486;5486;23;D;2021;18
000;4;5486;5486;23;P;2021;23
000;4;5486;5486;24;D;2021;20
000;4;5486;5486;24;P;2021;22
000;4;5486;5486;25;D;2021;20
000;4;5486;5486;25;P;2021;13
000;4;5486;5486;26;D;2021;25
000;4;5486;5486;26;P;2021;25
000;4;5486;5486;27;D;2021;26
000;4;5486;5486;27;P;2021;24
000;4;5486;5486;28;D;2021;17
000;4;5486;5486;28;P;2021;27
000;4;5486;5486;29;D;2021;29
000;4;5486;5486;29;P;2021;17
000;4;5486;5486;30;D;2021;32
000;4;5486;5486;30;P;2021;12
000;4;5486;5486;31;D;2021;22
000;4;5486;5486;31;P;2021;30
000;4;5486;5486;32;D;2021;23
000;4;5486;5486;32;P;2021;30
000;4;5486;5486;33;D;2021;24
000;4;5486;5486;33;P;2021;22
000;4;5486;5486;34;D;2021;15
000;4;5486;5486;34;P;2021;14
000;4;5486;5486;35;D;2021;22
000;4;5486;5486;35;P;2021;18
000;4;5486;5486;36;D;2021;16
000;4;5486;5486;36;P;2021;13
000;4;5486;5486;37;D;2021;12
000;4;5486;5486;37;P;2021;13
000;4;5486;5486;38;D;2021;10
000;4;5486;5486;38;P;2021;18
000;4;5486;5486;39;D;2021;6
000;4;5180;5180;30;P;2014;10
000;4;5180;5180;31;D;2014;11
000;4;5180;5180;31;P;2014;14
000;4;5180;5180;32;D;2014;10
000;4;5180;5180;32;P;2014;8
000;4;5180;5180;33;D;2014;12
000;4;5180;5180;33;P;2014;17
000;4;5180;5180;34;D;2014;13
000;4;5180;5180;34;P;2014;16
000;4;5180;5180;35;D;2014;12
000;4;5180;5180;35;P;2014;12
000;4;5180;5180;36;D;2014;8
000;4;5180;5180;36;P;2014;8
000;4;5180;5180;37;D;2014;6
000;4;5180;5180;37;P;2014;10
000;4;5180;5180;38;D;2014;8
000;4;5180;5180;38;P;2014;4
000;4;5180;5180;39;D;2014;2
000;4;5180;5180;39;P;2014;4
000;4;5180;5180;40;D;2014;4
000;4;5180;5180;40;P;2014;1
000;4;5180;5180;41;P;2014;1
000;4;5180;5180;42;D;2014;1
000;4;5180;5180;42;P;2014;3
000;4;5180;5180;43;D;2014;1
000;4;5180;5390;40;D;2014;1
000;4;5180;5704;28;D;2014;1
000;4;5182;5182;24;P;2014;1
000;4;5182;5182;25;D;2014;1
000;4;5182;5182;26;D;2014;2
000;4;5182;5182;26;P;2014;1
000;4;5182;5182;28;P;2014;1
000;4;5182;5182;29;P;2014;2
000;4;5182;5182;32;D;2014;2
000;4;5182;5182;33;D;2014;1
000;4;5182;5182;35;D;2014;1
000;4;5182;5182;35;P;2014;1
000;4;5182;5182;36;P;2014;2
000;4;5182;5182;37;D;2014;1
000;4;5182;5182;38;D;2014;1
000;4;5182;5182;40;D;2014;1
000;4;5182;5182;42;P;2014;1
000;4;5202;5100;26;P;2014;1
000;4;5202;5100;30;P;2014;1
000;4;5202;5100;36;D;2014;1
000;4;5202;5100;42;P;2014;1
000;4;5202;5100;45;D;2014;1
000;4;5202;5202;24;D;2014;1
000;4;5202;5202;28;P;2014;1
000;4;5202;5202;31;P;2014;1
000;4;5202;5202;32;P;2014;1
000;4;5202;5202;33;D;2014;1
000;4;5202;5202;33;P;2014;1
000;4;5202;5202;35;D;2014;1
000;4;5202;5202;36;D;2014;1
000;4;5202;5202;41;P;2014;1
000;4;5202;5202;43;P;2014;1
000;4;5202;5446;39;P;2014;1
000;4;5207;5170;35;D;2014;1
000;4;5207;5207;31;D;2014;1
000;4;5213;5100;29;P;2014;1
000;4;5213;5100;33;P;2014;1
000;4;5213;5100;36;D;2014;1
000;4;5213;5100;39;D;2014;1
000;4;5213;5120;27;D;2014;1
000;4;5213;5213;25;D;2014;1
000;4;5213;5213;27;P;2014;1
000;4;5213;5213;28;P;2014;1
000;4;5213;5213;30;D;2014;1
000;4;5213;5213;31;P;2014;1
000;4;5213;5213;33;D;2014;1
000;4;5213;5213;34;P;2014;1
000;4;5213;5213;35;D;2014;1
000;4;5213;5213;36;P;2014;2
000;4;5213;5279;30;D;2014;1
000;4;5213;5279;38;D;2014;1
000;4;5214;5100;26;D;2014;1
000;4;5214;5100;30;D;2014;1
000;4;5214;5100;33;P;2014;1
000;4;5214;5100;34;D;2014;1
000;4;5214;5100;35;P;2014;1
000;4;5214;5100;36;P;2014;1
000;4;5214;5100;42;D;2014;1
000;4;5214;5100;45;P;2014;1
000;4;5214;5150;20;D;2014;1
000;4;5214;5214;23;D;2014;1
000;4;5214;5214;24;P;2014;1
000;4;5214;5214;25;P;2014;1
000;4;5214;5214;26;P;2014;2
000;4;5214;5214;27;D;2014;1
000;4;5214;5214;28;P;2014;1
000;4;5214;5214;29;D;2014;1
000;4;5214;5214;29;P;2014;1
000;4;5214;5214;31;D;2014;2
000;4;5214;5214;32;D;2014;2
000;4;5214;5214;33;D;2014;1
000;4;5214;5214;34;D;2014;1
000;4;5214;5214;34;P;2014;2
000;4;5214;5214;36;D;2014;1
000;4;5214;5214;37;D;2014;1
000;4;5214;5214;39;P;2014;1
000;4;5214;5214;42;D;2014;2
000;4;5215;5100;35;P;2014;1
000;4;5216;5100;33;P;2014;1
000;4;5216;5216;25;P;2014;2
000;4;5216;5216;27;D;2014;1
000;4;5216;5216;29;P;2014;1
000;4;5216;5216;31;D;2014;1
000;4;5216;5216;31;P;2014;1
000;4;5216;5216;34;P;2014;1
000;4;5222;5100;28;D;2014;1
000;4;5222;5120;28;P;2014;1
000;4;5222;5120;33;D;2014;1
000;4;5222;5222;20;D;2014;1
000;4;5222;5222;26;P;2014;1
000;4;5222;5222;28;P;2014;1
000;4;5222;5222;30;P;2014;3
000;4;5222;5222;32;D;2014;1
000;4;5222;5222;32;P;2014;1
000;4;5222;5222;33;D;2014;1
000;4;5222;5222;33;P;2014;1
000;4;5222;5222;34;D;2014;1
000;4;5222;5222;35;D;2014;1
000;4;5228;5100;27;D;2014;1
000;4;5228;5100;27;P;2014;3
000;4;5228;5100;28;D;2014;1
000;4;5228;5100;29;P;2014;1
000;4;5228;5100;30;D;2014;1
000;4;5228;5100;30;P;2014;2
000;4;5228;5100;35;D;2014;1
000;4;5228;5100;40;D;2014;1
000;4;5228;5100;40;P;2014;1
000;4;5228;5150;41;D;2014;1
000;4;5228;5228;18;P;2014;1
000;4;5228;5228;23;P;2014;1
000;4;5228;5228;25;D;2014;3
000;4;5228;5228;25;P;2014;1
000;4;5228;5228;26;P;2014;1
000;4;5228;5228;27;P;2014;2
000;4;5228;5228;28;D;2014;1
000;4;5228;5228;28;P;2014;4
000;4;5228;5228;29;D;2014;1
000;4;5228;5228;29;P;2014;2
000;4;5228;5228;30;D;2014;1
000;4;5228;5228;30;P;2014;3
000;4;5228;5228;31;D;2014;2
000;4;5228;5228;31;P;2014;2
000;4;5228;5228;33;D;2014;1
000;4;5228;5228;33;P;2014;1
000;4;5228;5228;34;D;2014;2
000;4;5228;5228;34;P;2014;2
000;4;5228;5228;35;D;2014;1
000;4;5228;5228;35;P;2014;1
000;4;5228;5228;36;P;2014;2
000;4;5228;5228;37;D;2014;1
000;4;5228;5228;38;P;2014;1
000;4;5228;5228;40;P;2014;2
000;4;5228;5228;42;P;2014;1
000;4;5230;5230;32;D;2014;1
000;4;5232;5232;24;D;2014;1
000;4;5232;5232;45;D;2014;1
000;4;5232;5232;46;P;2014;1
000;4;5232;5288;22;P;2014;1
000;4;5234;5100;26;D;2014;1
000;4;5234;5100;28;P;2014;1
000;4;5234;5100;31;P;2014;1
000;4;5234;5100;37;P;2014;1
000;4;5234;5234;25;P;2014;1
000;4;5234;5234;27;P;2014;1
000;4;5234;5234;28;D;2014;1
000;4;5234;5234;28;P;2014;1
000;4;5234;5234;29;D;2014;1
000;4;5234;5234;29;P;2014;2
000;4;5234;5234;31;D;2014;1
000;4;5234;5234;31;P;2014;3
000;4;5234;5234;32;D;2014;2
000;4;5234;5234;32;P;2014;1
000;4;5234;5234;33;D;2014;1
000;4;5234;5234;34;D;2014;2
000;4;5234;5234;34;P;2014;1
000;4;5234;5234;35;P;2014;1
000;4;5234;5234;37;D;2014;2
000;4;5234;5234;37;P;2014;1
000;4;5234;5234;39;P;2014;2
000;4;5236;5100;34;P;2014;2
000;4;5236;5236;28;D;2014;1
000;4;5236;5236;37;D;2014;1
000;4;5236;5236;40;P;2014;1
000;4;5238;5100;30;D;2014;1
000;4;5238;5180;28;D;2014;1
000;4;5238;5238;30;P;2014;1
000;4;5238;5238;32;P;2014;1
000;4;5238;5238;34;D;2014;1
000;4;5238;5436;40;P;2014;1
000;4;5240;5100;31;D;2014;1
000;4;5240;5100;34;D;2014;1
000;4;5240;5100;38;D;2014;1
000;4;5240;5240;31;P;2014;1
000;4;5240;5240;32;D;2014;1
000;4;5240;5240;38;P;2014;1
000;4;5243;5243;28;P;2014;1
000;4;5244;5100;22;P;2014;1
000;4;5244;5100;23;D;2014;1
000;4;5244;5100;25;D;2014;1
000;4;5244;5100;25;P;2014;1
000;4;5244;5100;26;P;2014;1
000;4;5244;5100;27;D;2014;2
000;4;5244;5100;28;D;2014;3
000;4;5244;5100;30;P;2014;3
000;4;5244;5100;31;D;2014;1
000;4;5244;5100;32;P;2014;1
000;4;5244;5100;33;D;2014;1
000;4;5244;5100;33;P;2014;4
000;4;5244;5100;34;D;2014;3
000;4;5244;5100;34;P;2014;3
000;4;5244;5100;36;D;2014;2
000;4;5244;5100;36;P;2014;2
000;4;5244;5100;37;D;2014;1
000;4;5244;5100;38;P;2014;3
000;4;5244;5100;39;D;2014;1
000;4;5244;5100;39;P;2014;1
000;4;5244;5100;40;D;2014;1
000;4;5244;5100;40;P;2014;2
000;4;5244;5100;41;D;2014;2
000;4;5244;5100;41;P;2014;2
000;4;5244;5100;42;D;2014;2
000;4;5244;5100;46;P;2014;1
000;4;5244;5140;26;P;2014;1
000;4;5244;5140;35;D;2014;1
000;4;5244;5164;24;P;2014;2
000;4;5244;5180;36;P;2014;1
000;4;5244;5244;23;D;2014;1
000;4;5244;5244;24;D;2014;1
000;4;5244;5244;25;D;2014;1
000;4;5244;5244;25;P;2014;1
000;4;5244;5244;26;D;2014;3
000;4;5244;5244;26;P;2014;4
000;4;5244;5244;27;P;2014;1
000;4;5244;5244;28;D;2014;2
000;4;5244;5244;28;P;2014;1
000;4;5244;5244;29;D;2014;2
000;4;5244;5244;29;P;2014;3
000;4;5244;5244;30;D;2014;1
000;4;5244;5244;30;P;2014;1
000;4;5244;5244;31;D;2014;6
000;4;5244;5244;31;P;2014;2
000;4;5244;5244;32;D;2014;2
000;4;5244;5244;32;P;2014;4
000;4;5244;5244;33;D;2014;3
000;4;5244;5244;33;P;2014;2
000;4;5244;5244;34;D;2014;3
000;4;5244;5244;34;P;2014;2
000;4;5244;5244;35;D;2014;2
000;4;5244;5244;36;D;2014;1
000;4;5244;5244;36;P;2014;5
000;4;5244;5244;37;D;2014;1
000;4;5244;5244;37;P;2014;1
000;4;5244;5244;38;D;2014;2
000;4;5244;5244;38;P;2014;2
000;4;5244;5244;40;D;2014;1
000;4;5244;5244;41;D;2014;1
000;4;5244;5244;41;P;2014;1
000;4;5244;5244;42;D;2014;2
000;4;5244;5244;43;P;2014;2
000;4;5244;5244;44;P;2014;1
000;4;5244;5244;46;P;2014;1
000;4;5245;5245;28;P;2014;1
000;4;5245;5245;35;D;2014;1
000;4;5246;5100;28;P;2014;1
000;4;5246;5100;29;P;2014;1
000;4;5246;5150;29;P;2014;1
000;4;5246;5170;40;P;2014;1
000;4;5246;5246;26;D;2014;2
000;4;5246;5246;27;D;2014;1
000;4;5246;5246;27;P;2014;1
000;4;5246;5246;28;D;2014;1
000;4;5246;5246;28;P;2014;1
000;4;5246;5246;29;D;2014;4
000;4;5246;5246;29;P;2014;4
000;4;5246;5246;30;D;2014;2
000;4;5246;5246;30;P;2014;2
000;4;5246;5246;31;D;2014;1
000;4;5246;5246;33;P;2014;1
000;4;5246;5246;34;D;2014;1
000;4;5246;5246;34;P;2014;2
000;4;5246;5246;35;D;2014;1
000;4;5246;5246;35;P;2014;1
000;4;5246;5246;36;P;2014;1
000;4;5246;5246;37;D;2014;1
000;4;5246;5246;37;P;2014;1
000;4;5246;5246;38;D;2014;1
000;4;5246;5246;38;P;2014;1
000;4;5246;5246;39;D;2014;1
000;4;5246;5246;39;P;2014;1
000;4;5246;5246;40;P;2014;2
000;4;5255;5100;24;P;2014;1
000;4;5255;5100;27;D;2014;2
000;4;5255;5100;28;D;2014;1
000;4;5255;5100;35;P;2014;1
000;4;5255;5100;40;P;2014;1
000;4;5255;5255;26;D;2014;1
000;4;5255;5255;27;P;2014;1
000;4;5255;5255;34;D;2014;1
000;4;5255;5255;41;D;2014;1
000;4;5255;5258;26;P;2014;1
000;4;5258;5100;31;D;2014;1
000;4;5258;5258;27;D;2014;1
000;4;5258;5258;28;D;2014;1
000;4;5258;5258;29;D;2014;1
000;4;5258;5258;29;P;2014;1
000;4;5258;5258;30;P;2014;1
000;4;5258;5258;32;P;2014;1
000;4;5258;5258;33;D;2014;2
000;4;5258;5258;33;P;2014;3
000;4;5258;5258;34;D;2014;3
000;4;5258;5258;38;D;2014;1
000;4;5258;5258;40;D;2014;1
000;4;5262;5100;23;D;2014;1
000;4;5262;5150;30;P;2014;1
