OMRÅDE;MOHERK;MOOPRIND;MOSTAT;MODERSALDER;BARNKON;TID;INDHOLD
000;4;5418;5418;28;P;2014;3
000;4;5418;5418;29;D;2014;2
000;4;5418;5418;29;P;2014;1
000;4;5418;5418;30;D;2014;2
000;4;5418;5418;30;P;2014;4
000;4;5418;5418;31;D;2014;2
000;4;5418;5418;31;P;2014;1
000;4;5418;5418;32;D;2014;4
000;4;5418;5418;32;P;2014;4
000;4;5418;5418;33;D;2014;2
000;4;5418;5418;33;P;2014;3
000;4;5418;5418;34;D;2014;2
000;4;5418;5418;34;P;2014;1
000;4;5418;5418;35;P;2014;1
000;4;5418;5418;36;D;2014;1
000;3;5418;5100;24;D;2014;2
000;3;5418;5100;25;D;2014;1
000;3;5418;5100;26;P;2014;1
000;3;5418;5100;31;P;2014;1
000;3;5432;5100;24;P;2014;1
000;3;5432;5100;28;D;2014;1
000;3;5432;5100;29;D;2014;2
000;3;5432;5100;29;P;2014;1
000;3;5432;5100;31;P;2014;1
000;3;5432;5100;33;D;2014;1
000;3;5432;5100;34;P;2014;1
000;3;5432;5100;35;D;2014;2
000;3;5432;5100;35;P;2014;2
000;3;5432;5100;36;D;2014;2
000;3;5432;5100;37;P;2014;1
000;4;5390;5390;39;D;2008;2
000;4;5700;5700;46;D;2008;1
000;4;5289;5289;23;P;2008;5
000;4;5436;5436;22;D;2008;11
000;4;5458;5502;30;D;2008;1
000;4;5436;5100;34;P;2008;6
000;4;5314;5314;38;D;2008;1
000;4;5756;5756;41;P;2008;2
000;3;5244;5100;28;P;2008;4
000;4;5246;5246;27;D;2008;3
000;4;5244;5244;33;D;2008;3
000;4;5354;5354;34;P;2008;3
000;4;5232;5232;39;D;2008;1
000;5;5100;5100;47;P;2008;3
000;4;5472;5100;33;D;2008;3
000;4;5468;5468;31;P;2008;4
000;4;5492;5492;36;D;2008;7
000;4;5172;5100;27;D;2008;10
000;3;5172;5100;22;D;2008;11
000;4;5438;5100;23;D;2008;1
000;4;5700;5100;39;P;2008;1
000;4;5120;5120;26;D;2008;6
000;4;5244;5244;32;D;2008;5
000;4;5436;5436;24;P;2008;9
000;4;5105;5105;29;P;2008;7
000;4;5436;5436;36;D;2008;7
000;4;5756;5756;31;D;2008;3
000;4;5244;5244;40;D;2008;2
000;4;5456;5100;25;D;2008;12
000;4;5316;5316;34;P;2008;1
000;4;5104;5104;32;D;2008;3
000;4;5456;5436;39;P;2008;1
000;4;5448;5448;27;D;2008;7
000;4;5374;5374;32;D;2008;1
000;3;5120;5100;24;D;2008;1
000;4;5700;5700;31;P;2008;5
000;4;5456;5456;29;D;2008;2
000;4;5492;5492;29;P;2008;11
000;4;5150;5150;31;D;2008;2
000;4;5756;5756;28;P;2008;3
000;4;5404;5404;24;P;2008;5
000;4;5202;5446;32;D;2008;1
000;5;5100;5105;19;D;2008;1
000;4;5245;5100;43;P;2008;1
000;4;5404;5404;29;P;2008;4
000;3;5456;5100;19;P;2008;3
000;4;5152;5100;26;D;2008;6
000;4;5436;5436;23;P;2008;10
000;4;5410;5410;31;P;2008;2
000;4;5456;5100;34;P;2008;2
000;4;5432;5432;33;D;2008;3
000;4;5152;5100;27;D;2008;2
000;3;5244;5100;32;P;2008;2
000;3;5202;5100;24;D;2008;1
000;4;5339;5356;34;P;2008;1
000;4;5438;5438;31;P;2008;2
000;4;5410;5410;27;D;2008;1
000;3;5472;5100;18;P;2008;1
000;4;5448;5448;26;D;2008;4
000;3;5472;5100;31;D;2008;4
000;4;5456;5100;36;P;2008;4
000;4;5170;5170;25;D;2008;2
000;4;5154;5154;32;P;2008;4
000;4;5446;5446;25;D;2008;2
000;4;5244;5100;31;P;2008;4
000;4;5486;5486;25;D;2008;1
000;4;5472;5170;28;P;2008;1
000;4;5436;5436;32;P;2008;11
000;4;5404;5100;25;D;2008;2
000;4;5432;5100;37;D;2008;2
000;3;5154;5100;26;D;2008;2
000;4;5354;5354;30;D;2008;1
000;4;5306;5306;35;D;2008;4
000;4;5306;5306;34;P;2008;2
000;4;5448;5100;33;D;2008;3
000;4;5714;5714;24;P;2008;1
000;4;5776;5776;32;D;2008;1
000;5;5100;5100;46;D;2008;9
000;4;5436;5436;30;P;2008;9
000;4;5306;5306;43;D;2008;2
000;4;5436;5100;36;P;2008;1
000;4;5456;5103;34;P;2008;1
000;4;5154;5130;29;D;2008;1
000;4;5244;5100;29;P;2008;1
000;4;5154;5100;32;D;2008;2
000;4;5468;5100;33;P;2008;3
000;4;5164;5164;30;P;2008;2
000;4;5754;5100;30;P;2008;2
000;4;5170;5170;33;P;2008;3
000;4;5448;5100;32;D;2008;3
000;4;5316;5100;50;P;2008;1
000;4;5158;5158;29;P;2008;4
000;4;5105;5105;26;P;2008;3
000;4;5366;5100;23;P;2008;1
000;4;5468;5468;37;D;2008;2
000;3;5172;5172;21;D;2008;9
000;4;5700;5700;32;P;2008;6
000;3;5472;5472;30;D;2008;1
000;3;5474;5100;35;P;2008;1
000;3;5172;5100;29;P;2008;11
000;4;5162;5100;35;D;2008;1
000;3;5244;5100;21;P;2008;2
000;4;5700;5700;23;D;2008;1
000;4;5151;5151;37;D;2008;1
000;4;5244;5244;35;D;2008;6
000;4;5448;5100;22;D;2008;1
000;4;5502;5502;30;P;2008;3
000;4;5202;5202;37;D;2008;1
000;4;5314;5314;33;D;2008;1
000;4;5392;5392;41;D;2008;1
000;3;5446;5100;31;P;2008;3
000;4;5700;5700;38;D;2008;2
000;4;5306;5306;33;P;2008;1
000;3;5172;5100;24;P;2008;15
000;4;5754;5754;30;D;2008;5
000;4;5269;5269;28;P;2008;2
000;4;5706;5706;21;P;2008;1
000;4;5704;5704;34;P;2008;6
000;4;5404;5404;38;D;2008;4
000;4;5502;5160;35;D;2008;1
000;4;5156;5156;35;P;2008;1
000;3;5160;5100;38;P;2008;1
000;4;5126;5126;42;D;2008;1
000;3;5754;5100;29;P;2008;1
000;3;5152;5152;25;D;2008;1
000;4;5306;5306;34;D;2008;1
000;4;5442;5442;28;D;2008;2
000;3;5180;5100;38;D;2008;1
000;4;5448;5100;28;P;2008;1
000;4;5104;5104;42;P;2008;1
000;4;5474;5474;30;D;2008;8
000;3;5174;5100;28;D;2008;1
000;5;5100;5170;31;P;2008;3
000;4;5152;5100;37;D;2008;1
000;5;5100;5105;30;P;2008;1
000;4;5436;5436;34;P;2008;12
000;4;5152;5100;27;P;2008;1
000;4;5289;5289;47;P;2008;2
000;4;5436;5436;40;D;2008;1
000;4;5436;5100;41;P;2008;1
000;3;5472;5170;25;P;2008;2
000;4;5228;5100;27;P;2008;1
000;4;5172;5100;24;P;2008;5
000;3;5152;5152;17;D;2008;1
000;4;5152;5152;41;D;2008;1
000;3;5152;5152;18;D;2008;1
000;4;5472;5170;30;P;2008;2
000;4;5172;5100;35;P;2008;5
000;0;5999;5314;33;D;2008;1
000;4;5436;5436;34;D;2008;11
000;3;5432;5100;34;D;2008;1
000;4;5172;5100;31;P;2008;9
000;4;5472;5170;25;P;2008;1
000;3;5472;5170;31;D;2008;1
000;4;5152;5152;18;P;2008;1
000;5;5100;5105;32;D;2008;1
000;4;5255;5255;25;P;2008;1
000;4;5172;5172;39;P;2008;4
000;4;5468;5468;22;P;2008;1
000;4;5244;5244;28;P;2008;1
000;4;5758;5758;29;D;2008;1
000;4;5228;5228;38;D;2008;2
000;4;5472;5472;40;P;2008;2
000;4;5456;5100;27;D;2008;6
000;4;5172;5172;44;D;2008;1
000;3;5472;5170;23;P;2008;1
000;4;5172;5100;39;P;2008;3
000;4;5172;5172;45;P;2008;1
000;4;5404;5404;26;D;2008;2
000;4;5609;5609;25;D;2008;2
000;4;5244;5244;23;P;2008;4
000;4;5268;5100;26;D;2008;2
000;4;5269;5100;27;P;2008;1
000;4;5172;5172;19;D;2008;2
000;4;5246;5246;35;D;2008;1
000;4;5172;5172;22;P;2008;5
000;4;5754;5754;37;P;2008;2
000;4;5130;5130;39;P;2008;3
000;4;5289;5104;20;P;2008;1
000;4;5438;5100;31;P;2008;3
000;4;5110;5110;37;P;2008;2
000;4;5222;5222;26;D;2008;1
000;4;5246;5100;24;P;2008;1
000;4;5502;5170;31;P;2008;1
000;4;5474;5474;39;D;2008;3
000;4;5289;5289;30;P;2008;5
000;4;5438;5438;31;D;2008;2
000;4;5316;5316;38;D;2008;1
000;4;5438;5438;24;P;2008;2
000;4;5474;5474;28;D;2008;4
000;4;5700;5700;30;P;2008;2
000;3;5152;5100;20;D;2008;1
000;4;5314;5314;32;D;2008;1
000;4;5434;5434;33;D;2008;1
000;4;5486;5486;33;D;2008;2
000;4;5152;5152;17;D;2008;1
000;4;5418;5100;32;P;2008;3
000;4;5474;5474;32;D;2008;4
000;4;5289;5100;25;P;2008;2
000;3;5472;5100;21;P;2008;3
000;4;5287;5287;29;P;2008;2
000;4;5778;5778;28;D;2008;1
000;4;5607;5607;35;D;2008;1
000;4;5130;5130;32;P;2008;1
000;5;5100;5180;36;D;2008;1
000;3;5611;5611;26;P;2008;1
000;4;5754;5754;29;D;2008;4
000;3;5468;5100;19;D;2008;1
000;4;5126;5390;29;P;2008;1
000;4;5296;5296;27;D;2008;2
000;4;5456;5436;25;D;2008;1
000;3;5152;5100;23;P;2008;1
000;4;5492;5492;29;D;2008;6
000;4;5438;5100;27;D;2008;5
000;4;5492;5492;38;P;2008;5
000;4;5306;5306;35;P;2008;1
000;3;5180;5180;34;D;2008;1
000;3;5432;5100;26;D;2008;2
000;4;5104;5104;33;P;2008;6
000;3;5244;5100;38;P;2008;1
000;4;5104;5104;35;P;2008;1
000;4;5150;5150;40;D;2008;1
000;5;5100;5170;30;D;2008;1
000;4;5704;5100;36;P;2008;1
000;4;5758;5758;28;P;2008;1
000;3;5180;5100;36;D;2008;1
000;4;5172;5140;29;D;2008;1
000;3;5152;5152;23;D;2008;2
000;4;5354;5100;24;P;2008;1
000;4;5472;5472;40;D;2008;1
000;4;5486;5486;29;D;2008;1
000;3;5152;5100;23;D;2008;1
000;4;5444;5444;38;D;2008;2
000;3;5486;5100;20;D;2008;2
000;4;5456;5100;32;D;2008;5
000;5;5100;5150;40;D;2008;1
000;4;5104;5100;37;P;2008;1
000;4;5366;5366;22;P;2008;1
000;4;5404;5404;42;D;2008;2
000;4;5154;5100;27;D;2008;1
000;4;5724;5724;31;P;2008;1
000;5;5100;5180;24;D;2008;2
000;4;5278;5213;36;D;2008;1
000;4;5278;5287;17;D;2008;1
000;4;5374;5374;31;D;2008;2
000;4;5103;5100;25;D;2008;1
000;4;5444;5444;41;P;2008;1
000;4;5246;5246;32;D;2008;1
000;4;5126;5126;34;D;2008;1
000;4;5432;5432;20;D;2008;1
000;3;5314;5100;22;P;2008;1
000;4;5438;5100;23;P;2008;1
000;4;5422;5172;37;D;2008;1
000;4;5244;5244;32;P;2008;3
000;4;5152;5100;25;P;2008;1
000;0;5999;5289;34;P;2008;1
000;4;5492;5100;29;P;2008;2
000;4;5474;5100;40;D;2008;1
000;4;5472;5100;37;D;2008;1
000;3;5472;5100;21;D;2008;1
000;4;5502;5100;39;D;2008;1
000;3;5180;5180;17;D;2008;1
000;4;5436;5436;21;P;2008;3
000;4;5754;5754;40;D;2008;1
000;4;5609;5609;31;D;2008;1
000;4;5240;5240;36;D;2008;1
000;4;5282;5130;31;D;2008;1
000;4;5328;5328;35;P;2008;1
000;4;5152;5754;28;P;2008;1
000;4;5122;5122;32;D;2008;1
000;4;5158;5158;32;P;2008;1
000;4;5754;5100;18;P;2008;1
000;4;5366;5366;27;P;2008;1
000;4;5484;5484;32;P;2008;1
000;4;5289;5100;43;P;2008;1
000;3;5154;5100;31;D;2008;2
000;5;5100;5105;30;D;2008;1
000;4;5611;5611;22;P;2008;2
000;4;5486;5100;32;D;2008;2
000;4;5105;5105;22;P;2008;1
000;4;5278;5278;25;D;2008;2
000;4;5418;5418;39;D;2008;1
000;4;5140;5140;38;D;2008;1
000;4;5486;5486;26;P;2008;1
000;4;5418;5418;34;P;2008;2
000;4;5289;5100;24;P;2008;3
000;4;5502;5502;30;D;2008;1
000;4;5404;5100;33;D;2008;1
000;5;5100;5442;30;P;2008;1
000;4;5222;5222;35;P;2008;1
000;5;5100;5120;24;P;2008;1
000;5;5100;5110;24;D;2008;1
000;4;5289;5100;25;D;2008;5
000;3;5456;5100;19;D;2008;1
000;4;5244;5244;44;D;2008;1
000;4;5404;5404;41;P;2008;1
000;4;5452;5100;24;P;2008;1
000;4;5284;5284;27;D;2008;1
000;4;5279;5279;22;P;2008;2
000;4;5418;5418;30;P;2008;1
000;4;5204;5100;30;P;2008;1
000;4;5714;5700;31;D;2008;1
000;4;5282;5282;29;P;2008;2
000;4;5700;5700;41;P;2008;2
000;4;5322;5100;32;P;2008;1
000;4;5266;5266;38;D;2008;1
000;5;5100;5110;28;D;2008;1
000;4;5213;5213;33;P;2008;1
000;4;5486;5100;40;P;2008;1
000;4;5458;5458;35;P;2008;1
000;4;5314;5314;30;P;2008;2
000;4;5758;5100;25;D;2008;1
000;4;5269;5269;36;P;2008;1
000;4;5140;5140;37;P;2008;1
000;4;5438;5100;36;D;2008;1
000;4;5704;5704;24;D;2008;4
000;4;5468;5100;39;D;2008;1
000;4;5180;5180;21;D;2008;1
000;4;5754;5754;31;P;2008;1
000;4;5750;5170;42;P;2008;1
000;4;5180;5140;36;P;2008;1
000;4;5754;5754;19;D;2008;2
000;4;5158;5100;26;D;2008;1
000;4;5354;5354;28;P;2008;1
000;4;5140;5140;30;D;2008;2
000;4;5700;5700;42;D;2008;2
000;4;5704;5704;30;P;2008;1
000;4;5704;5704;22;D;2008;2
000;4;5150;5150;25;P;2008;1
000;4;5120;5100;23;D;2008;1
000;4;5354;5354;26;D;2008;1
000;4;5448;5448;19;P;2008;1
000;4;5324;5324;33;P;2008;1
000;4;5438;5438;28;D;2008;1
000;4;5289;5289;18;P;2008;1
000;4;5152;5100;38;P;2008;1
000;4;5103;5100;32;P;2008;1
000;4;5390;5164;30;D;2008;1
000;4;5459;5459;36;D;2008;1
000;4;5174;5174;31;P;2008;1
000;4;5436;5110;20;D;2008;1
000;4;5266;5266;34;P;2008;1
000;3;5468;5100;27;D;2008;1
000;4;5611;5611;19;P;2008;1
000;3;5366;5366;32;P;2008;1
000;4;5338;5338;31;P;2008;1
000;4;5706;5706;38;D;2008;1
000;4;5456;5103;30;D;2008;2
000;4;5174;5174;34;P;2008;1
000;4;5314;5314;33;P;2008;1
000;4;5756;5756;29;P;2008;2
000;4;5468;5100;31;D;2008;3
000;4;5306;5120;38;P;2008;1
000;4;5758;5758;35;D;2008;1
000;4;5418;5418;28;P;2008;1
000;4;5152;5152;38;D;2008;1
000;4;5404;5100;40;P;2008;1
000;4;5611;5611;33;P;2008;1
000;4;5404;5100;30;D;2008;1
000;4;5706;5706;27;D;2008;1
000;4;5156;5100;33;P;2008;1
000;4;5364;5364;26;P;2008;1
000;4;5442;5100;22;D;2008;1
000;4;5228;5100;24;P;2008;1
000;4;5487;5100;30;P;2008;2
000;4;5103;5100;21;D;2008;1
000;4;5452;5100;18;P;2008;1
000;3;5486;5100;20;P;2008;1
000;4;5213;5213;32;D;2008;1
000;4;5456;5100;38;D;2008;1
000;4;5486;5103;37;P;2008;1
000;4;5182;5182;24;P;2008;1
000;4;5128;5128;38;P;2010;2
000;4;5128;5128;39;P;2010;1
000;4;5128;5128;41;D;2010;1
000;4;5129;5129;40;P;2010;1
000;4;5130;5100;30;D;2010;1
000;4;5130;5100;35;D;2010;1
000;4;5130;5105;30;D;2010;1
000;4;5130;5120;28;D;2010;1
000;4;5130;5130;21;P;2010;1
000;4;5130;5130;23;D;2010;1
000;4;5130;5130;24;D;2010;2
000;4;5130;5130;25;D;2010;1
000;4;5130;5130;26;P;2010;1
000;4;5130;5130;27;P;2010;3
000;4;5130;5130;28;D;2010;1
000;4;5130;5130;28;P;2010;3
000;4;5130;5130;29;D;2010;2
000;4;5130;5130;29;P;2010;1
000;4;5130;5130;30;D;2010;3
000;4;5130;5130;30;P;2010;3
000;4;5130;5130;31;D;2010;1
000;4;5130;5130;31;P;2010;6
000;4;5130;5130;32;D;2010;2
000;4;5130;5130;32;P;2010;4
000;4;5130;5130;33;D;2010;1
000;4;5130;5130;33;P;2010;3
000;4;5130;5130;34;D;2010;4
000;4;5130;5130;35;D;2010;3
000;4;5130;5130;35;P;2010;1
000;4;5130;5130;36;D;2010;5
000;4;5130;5130;37;D;2010;2
000;4;5130;5130;37;P;2010;1
000;4;5130;5130;39;D;2010;2
000;4;5130;5130;40;D;2010;1
000;4;5130;5130;42;P;2010;2
000;4;5130;5778;34;P;2010;2
000;4;5134;5134;21;P;2010;1
000;4;5134;5134;30;D;2010;1
000;4;5134;5134;32;D;2010;1
000;4;5134;5134;33;D;2010;1
000;4;5134;5134;39;D;2010;1
000;4;5134;5134;39;P;2010;1
000;4;5140;5100;27;D;2010;1
000;4;5140;5100;28;D;2010;1
000;4;5140;5100;33;P;2010;1
000;4;5140;5100;38;D;2010;1
000;4;5140;5100;39;D;2010;2
000;4;5140;5140;21;D;2010;1
000;4;5140;5140;22;D;2010;1
000;4;5140;5140;22;P;2010;1
000;4;5140;5140;23;D;2010;1
000;4;5140;5140;24;D;2010;1
000;4;5140;5140;25;D;2010;1
000;4;5140;5140;25;P;2010;1
000;4;5140;5140;26;D;2010;2
000;4;5140;5140;26;P;2010;1
000;4;5140;5140;27;D;2010;3
000;4;5140;5140;28;D;2010;3
000;4;5140;5140;28;P;2010;1
000;4;5140;5140;29;D;2010;1
000;4;5140;5140;29;P;2010;2
000;4;5140;5140;30;D;2010;3
000;4;5140;5140;30;P;2010;5
000;4;5140;5140;31;D;2010;1
000;4;5140;5140;31;P;2010;2
000;4;5140;5140;32;D;2010;1
000;4;5140;5140;32;P;2010;1
000;4;5140;5140;33;D;2010;4
000;4;5140;5140;33;P;2010;1
000;4;5140;5140;34;D;2010;2
000;4;5140;5140;34;P;2010;2
000;4;5140;5140;35;D;2010;2
000;4;5140;5140;35;P;2010;3
000;4;5140;5140;36;P;2010;2
000;4;5140;5140;37;D;2010;2
000;4;5140;5140;37;P;2010;2
000;4;5140;5140;38;D;2010;1
000;4;5140;5140;38;P;2010;1
000;4;5140;5140;41;P;2010;1
000;4;5140;5150;28;P;2010;1
000;4;5142;5100;32;D;2010;1
000;4;5142;5100;35;P;2010;1
000;4;5142;5142;29;D;2010;1
000;4;5142;5142;30;D;2010;1
000;4;5142;5142;31;D;2010;1
000;4;5142;5142;33;D;2010;1
000;4;5142;5142;35;P;2010;1
000;4;5142;5142;36;D;2010;1
000;4;5142;5142;37;D;2010;1
000;4;5142;5142;47;D;2010;1
000;4;5142;5170;37;P;2010;1
000;4;5150;5100;30;P;2010;1
000;4;5150;5120;30;D;2010;1
000;4;5150;5150;22;P;2010;1
000;4;5150;5150;26;P;2010;1
000;4;5150;5150;27;P;2010;1
000;4;5150;5150;30;D;2010;4
000;4;5150;5150;31;D;2010;4
000;4;5150;5150;32;D;2010;1
000;4;5150;5150;33;D;2010;2
000;4;5150;5150;34;P;2010;1
000;4;5150;5150;35;D;2010;4
000;4;5150;5150;35;P;2010;1
000;4;5150;5150;37;D;2010;1
000;4;5150;5150;39;D;2010;1
000;4;5150;5150;40;P;2010;1
000;4;5150;5150;42;P;2010;1
000;4;5150;5180;30;D;2010;1
000;4;5151;5100;40;D;2010;1
000;4;5151;5120;17;D;2010;1
000;4;5151;5151;20;D;2010;1
000;4;5151;5151;20;P;2010;1
000;4;5151;5151;21;D;2010;1
000;4;5151;5151;22;P;2010;1
000;4;5151;5151;24;D;2010;1
000;4;5151;5151;25;P;2010;1
000;4;5151;5151;26;P;2010;1
000;4;5151;5151;27;D;2010;1
000;4;5151;5151;28;P;2010;1
000;4;5151;5151;30;D;2010;1
000;4;5151;5151;32;D;2010;1
000;4;5151;5151;33;D;2010;2
000;4;5151;5151;34;P;2010;1
000;4;5151;5151;37;D;2010;2
000;4;5151;5151;43;P;2010;1
000;4;5151;5758;28;D;2010;1
000;4;5151;5761;22;P;2010;1
000;4;5151;5761;32;D;2010;1
000;4;5151;5761;36;D;2010;1
000;4;5151;5761;36;P;2010;1
000;4;5152;5100;17;P;2010;1
000;4;5152;5100;19;D;2010;2
000;4;5152;5100;21;D;2010;1
000;4;5152;5100;22;P;2010;3
000;4;5152;5100;23;P;2010;1
000;4;5152;5100;24;D;2010;2
000;4;5152;5100;25;D;2010;3
000;4;5152;5100;25;P;2010;7
000;4;5152;5100;26;D;2010;3
000;4;5152;5100;26;P;2010;2
000;4;5152;5100;27;P;2010;1
000;4;5152;5100;28;D;2010;3
000;4;5152;5100;28;P;2010;3
000;4;5152;5100;29;D;2010;2
000;4;5152;5100;29;P;2010;3
000;4;5152;5100;30;D;2010;3
000;4;5152;5100;31;D;2010;2
000;4;5152;5100;31;P;2010;2
000;4;5152;5100;32;D;2010;3
000;4;5152;5100;32;P;2010;1
000;4;5152;5100;33;P;2010;3
000;4;5152;5100;34;D;2010;3
000;4;5152;5100;35;D;2010;1
000;4;5152;5100;36;D;2010;1
000;4;5152;5100;38;P;2010;1
000;4;5152;5100;39;P;2010;1
000;4;5152;5100;46;D;2010;1
000;4;5152;5120;30;P;2010;1
000;4;5152;5151;25;D;2010;1
000;4;5152;5151;25;P;2010;1
000;4;5152;5152;19;P;2010;3
000;4;5152;5152;20;P;2010;1
000;4;5152;5152;21;D;2010;1
000;4;5152;5152;21;P;2010;2
000;4;5152;5152;22;P;2010;2
000;4;5152;5152;23;P;2010;3
000;4;5152;5152;24;D;2010;2
000;4;5152;5152;24;P;2010;2
000;4;5152;5152;26;D;2010;2
000;4;5152;5152;26;P;2010;1
000;4;5152;5152;27;D;2010;2
000;4;5152;5152;27;P;2010;1
000;4;5152;5152;28;D;2010;3
000;4;5152;5152;28;P;2010;2
000;4;5152;5152;29;P;2010;1
000;4;5152;5152;30;D;2010;2
000;4;5152;5152;30;P;2010;1
000;4;5152;5152;31;D;2010;1
000;4;5152;5152;31;P;2010;1
000;4;5152;5152;32;D;2010;5
000;4;5152;5152;32;P;2010;1
000;4;5152;5152;33;D;2010;2
000;4;5152;5152;33;P;2010;3
000;4;5152;5152;34;D;2010;1
000;4;5152;5152;35;P;2010;1
000;4;5152;5152;36;D;2010;1
000;4;5152;5152;37;P;2010;1
000;4;5152;5152;38;D;2010;1
000;4;5152;5152;39;D;2010;1
000;4;5152;5152;40;D;2010;2
000;4;5152;5152;40;P;2010;2
000;4;5152;5750;39;P;2010;1
000;4;5152;5754;36;P;2010;1
000;4;5152;5756;27;P;2010;1
000;4;5152;5756;31;D;2010;1
000;4;5152;5756;33;P;2010;1
000;4;5152;5756;41;D;2010;1
000;4;5152;5758;34;D;2010;1
000;4;5152;5758;36;P;2010;1
000;4;5152;5758;37;D;2010;1
000;4;5152;5761;24;D;2010;1
000;4;5152;5761;30;P;2010;1
000;4;5152;5761;31;P;2010;1
000;4;5152;5761;34;P;2010;1
000;4;5152;5761;35;P;2010;1
000;4;5154;5100;22;D;2010;1
000;4;5154;5100;24;D;2010;1
000;4;5154;5100;24;P;2010;2
000;4;5154;5100;25;P;2010;2
000;4;5154;5100;27;D;2010;2
000;4;5154;5100;27;P;2010;1
000;4;5154;5100;28;D;2010;4
000;4;5154;5100;28;P;2010;2
000;4;5154;5100;29;D;2010;3
000;4;5154;5100;29;P;2010;2
000;4;5154;5100;30;D;2010;1
000;4;5154;5100;31;P;2010;1
000;4;5154;5100;32;D;2010;3
000;4;5154;5100;32;P;2010;1
000;4;5154;5100;33;D;2010;1
000;4;5154;5100;33;P;2010;1
000;4;5154;5100;34;D;2010;1
000;4;5154;5100;34;P;2010;1
000;4;5154;5100;35;D;2010;1
000;4;5154;5100;35;P;2010;1
000;4;5154;5100;38;D;2010;1
000;4;5154;5100;38;P;2010;3
000;4;5154;5100;41;D;2010;2
000;4;5154;5100;43;D;2010;1
000;4;5154;5120;33;P;2010;2
000;4;5154;5120;36;D;2010;1
000;4;5154;5130;32;D;2010;1
000;4;5154;5154;17;P;2010;1
000;4;5154;5154;18;D;2010;2
000;4;5154;5154;19;D;2010;3
000;4;5154;5154;20;D;2010;3
000;4;5154;5154;20;P;2010;4
000;4;5154;5154;21;D;2010;6
000;4;5154;5154;21;P;2010;4
000;4;5154;5154;22;D;2010;4
000;4;5154;5154;22;P;2010;9
000;4;5154;5154;23;D;2010;12
000;4;5154;5154;23;P;2010;10
000;4;5154;5154;24;D;2010;8
000;4;5154;5154;24;P;2010;19
000;4;5154;5154;25;D;2010;9
000;4;5154;5154;25;P;2010;19
000;4;5154;5154;26;D;2010;24
000;4;5154;5154;26;P;2010;18
000;4;5154;5154;27;D;2010;20
000;4;5154;5154;27;P;2010;19
000;4;5154;5154;28;D;2010;17
000;4;5154;5154;28;P;2010;23
000;4;5154;5154;29;D;2010;23
000;4;5154;5154;29;P;2010;23
000;4;5154;5154;30;D;2010;22
000;4;5154;5154;30;P;2010;26
000;4;5154;5154;31;D;2010;13
000;4;5154;5154;31;P;2010;10
000;4;5154;5154;32;D;2010;21
000;4;5154;5154;32;P;2010;14
000;4;5154;5154;33;D;2010;14
000;4;5154;5154;33;P;2010;9
000;4;5154;5154;34;D;2010;10
000;4;5154;5154;34;P;2010;10
000;4;5154;5154;35;D;2010;6
000;4;5154;5154;35;P;2010;3
000;4;5154;5154;36;D;2010;5
000;4;5154;5154;36;P;2010;8
000;4;5154;5154;37;D;2010;5
000;4;5154;5154;37;P;2010;5
000;4;5154;5154;38;D;2010;2
000;4;5154;5154;38;P;2010;2
000;4;5154;5154;39;D;2010;3
000;4;5154;5154;40;D;2010;1
000;4;5154;5154;41;D;2010;4
000;4;5154;5154;41;P;2010;2
000;4;5154;5154;42;P;2010;1
000;4;5154;5154;43;D;2010;1
000;4;5154;5180;25;P;2010;1
000;4;5154;5180;34;D;2010;1
000;4;5156;5156;26;D;2010;1
000;4;5156;5156;28;D;2010;1
000;4;5156;5156;28;P;2010;1
000;4;5156;5156;29;P;2010;1
000;4;5156;5156;31;D;2010;1
000;4;5156;5156;32;D;2010;1
000;4;5156;5156;32;P;2010;1
000;4;5156;5156;33;P;2010;1
000;4;5156;5156;34;D;2010;1
000;4;5156;5156;37;D;2010;1
000;4;5156;5156;40;P;2010;1
000;4;5158;5100;20;P;2010;1
000;4;5158;5100;23;D;2010;1
000;4;5158;5100;23;P;2010;1
000;4;5158;5100;24;D;2010;1
000;4;5158;5100;24;P;2010;1
000;4;5158;5100;25;P;2010;1
000;4;5158;5100;26;D;2010;1
000;4;5158;5100;27;P;2010;1
000;4;5158;5100;30;P;2010;2
000;4;5158;5100;31;P;2010;1
000;4;5158;5100;32;P;2010;1
000;4;5158;5100;33;D;2010;2
000;4;5158;5100;34;P;2010;2
000;4;5158;5158;20;P;2010;1
000;4;5158;5158;21;D;2010;1
000;4;5158;5158;21;P;2010;2
000;4;5158;5158;22;D;2010;3
000;4;5158;5158;22;P;2010;2
000;4;5158;5158;23;D;2010;6
000;4;5158;5158;23;P;2010;4
000;4;5158;5158;24;D;2010;5
000;4;5158;5158;24;P;2010;2
000;4;5158;5158;25;D;2010;6
000;4;5158;5158;25;P;2010;4
000;4;5158;5158;26;P;2010;2
000;4;5158;5158;27;D;2010;4
000;4;5158;5158;28;D;2010;6
000;4;5158;5158;28;P;2010;7
000;4;5158;5158;29;D;2010;3
000;4;5158;5158;29;P;2010;8
000;4;5158;5158;30;D;2010;5
000;4;5158;5158;30;P;2010;5
000;4;5158;5158;31;D;2010;6
000;4;5158;5158;31;P;2010;3
000;4;5158;5158;32;D;2010;5
000;4;5158;5158;32;P;2010;5
000;4;5158;5158;33;D;2010;3
000;4;5158;5158;33;P;2010;4
000;4;5158;5158;34;D;2010;5
000;4;5158;5158;34;P;2010;1
